"Code","Name","Alternative code","Formulation","Alternative name","Alternative formulation","Really equivalent?"
20090000678,CLINIgrip bandage 8.75cm size E,20090001238,,Surgrip bandage 8.75cm size E,,Y
20090000680,CLINIgrip bandage 10cm size F,20090000459,,Elasticated tubular bandage BP 10cm size F,,Y
20090000680,CLINIgrip bandage 10cm size F,20090000219,,Tubigrip bandage 10cm size F,,Y
20090000680,CLINIgrip bandage 10cm size F,20090000338,,Comfigrip bandage 10cm size F,,Y
20090000680,CLINIgrip bandage 10cm size F,20090000473,,easiGRIP bandage 10cm size F,,Y
20090000680,CLINIgrip bandage 10cm size F,20090001240,,Surgrip bandage 10cm size F,,Y
20090000682,CLINIgrip bandage 12cm size G,20090000461,,Elasticated tubular bandage BP 12cm size G,,Y
20090000682,CLINIgrip bandage 12cm size G,20090000221,,Tubigrip bandage 12cm size G,,Y
20090000682,CLINIgrip bandage 12cm size G,20090000340,,Comfigrip bandage 12cm size G,,Y
20090000682,CLINIgrip bandage 12cm size G,20090000475,,easiGRIP bandage 12cm size G,,Y
20090000682,CLINIgrip bandage 12cm size G,20090001242,,Surgrip bandage 12cm size G,,Y
20090000684,CLINIgrip bandage 17.5cm size J,20090000552,,Elasticated tubular bandage BP 17.5cm size J,,Y
20090001232,Surgrip bandage 6.25cm size B,20090000451,,Elasticated tubular bandage BP 6.25cm size B,,Y
20090001232,Surgrip bandage 6.25cm size B,20090000211,,Tubigrip bandage 6.25cm size B,,Y
20090001232,Surgrip bandage 6.25cm size B,20090000330,,Comfigrip bandage 6.25cm size B,,Y
20090001232,Surgrip bandage 6.25cm size B,20090000465,,easiGRIP bandage 6.25cm size B,,Y
20090001232,Surgrip bandage 6.25cm size B,20090000672,,CLINIgrip bandage 6.25cm size B,,Y
20090001234,Surgrip bandage 6.75cm size C,20090000453,,Elasticated tubular bandage BP 6.75cm size C,,Y
20090001234,Surgrip bandage 6.75cm size C,20090000213,,Tubigrip bandage 6.75cm size C,,Y
20090001234,Surgrip bandage 6.75cm size C,20090000332,,Comfigrip bandage 6.75cm size C,,Y
20090001234,Surgrip bandage 6.75cm size C,20090000467,,easiGRIP bandage 6.75cm size C,,Y
20090001234,Surgrip bandage 6.75cm size C,20090000674,,CLINIgrip bandage 6.75cm size C,,Y
20090001236,Surgrip bandage 7.5cm size D,20090000455,,Elasticated tubular bandage BP 7.5cm size D,,Y
20090001236,Surgrip bandage 7.5cm size D,20090000215,,Tubigrip bandage 7.5cm size D,,Y
20090001236,Surgrip bandage 7.5cm size D,20090000334,,Comfigrip bandage 7.5cm size D,,Y
20090001236,Surgrip bandage 7.5cm size D,20090000469,,easiGRIP bandage 7.5cm size D,,Y
20090001236,Surgrip bandage 7.5cm size D,20090000676,,CLINIgrip bandage 7.5cm size D,,Y
20090001238,Surgrip bandage 8.75cm size E,20090000457,,Elasticated tubular bandage BP 8.75cm size E,,Y
20090001238,Surgrip bandage 8.75cm size E,20090000217,,Tubigrip bandage 8.75cm size E,,Y
20090001238,Surgrip bandage 8.75cm size E,20090000336,,Comfigrip bandage 8.75cm size E,,Y
20090001238,Surgrip bandage 8.75cm size E,20090000471,,easiGRIP bandage 8.75cm size E,,Y
20090001238,Surgrip bandage 8.75cm size E,20090000678,,CLINIgrip bandage 8.75cm size E,,Y
20090001240,Surgrip bandage 10cm size F,20090000459,,Elasticated tubular bandage BP 10cm size F,,Y
20090001240,Surgrip bandage 10cm size F,20090000219,,Tubigrip bandage 10cm size F,,Y
20090001240,Surgrip bandage 10cm size F,20090000338,,Comfigrip bandage 10cm size F,,Y
20090001240,Surgrip bandage 10cm size F,20090000473,,easiGRIP bandage 10cm size F,,Y
20090001240,Surgrip bandage 10cm size F,20090000680,,CLINIgrip bandage 10cm size F,,Y
20090001242,Surgrip bandage 12cm size G,20090000461,,Elasticated tubular bandage BP 12cm size G,,Y
20090001242,Surgrip bandage 12cm size G,20090000221,,Tubigrip bandage 12cm size G,,Y
20090001242,Surgrip bandage 12cm size G,20090000340,,Comfigrip bandage 12cm size G,,Y
20090001242,Surgrip bandage 12cm size G,20090000475,,easiGRIP bandage 12cm size G,,Y
20090001242,Surgrip bandage 12cm size G,20090000682,,CLINIgrip bandage 12cm size G,,Y
20100000525,Leukofix tape 1.25cm,20100000551,,Permeable non-woven synthetic adhesive tape 1.25cm,,Y
20100000525,Leukofix tape 1.25cm,20100000529,,Blue Dot Silk tape 1.25cm,,Y
20100000525,Leukofix tape 1.25cm,20100000531,,Micropore tape 1.25cm,,Y
20100000525,Leukofix tape 1.25cm,20100000536,,Clinipore tape 1.25cm,,Y
20100000525,Leukofix tape 1.25cm,20100000541,,Scanpor tape 1.25cm,,Y
20100000525,Leukofix tape 1.25cm,20100000546,,Mediplast tape 1.25cm,,Y
20100000525,Leukofix tape 1.25cm,20100000561,,Leukopor tape 1.25cm,,Y
20100000525,Leukofix tape 1.25cm,20100000752,,A+E Microporous tape 1.25cm,,Y
20100000525,Leukofix tape 1.25cm,20100000760,,Empore tape 1.25cm,,Y
20100000526,Leukofix tape 2.5cm,20100000552,,Permeable non-woven synthetic adhesive tape 2.5cm,,Y
20100000526,Leukofix tape 2.5cm,20100000528,,Blue Dot Microporous tape 2.5cm,,Y
20100000526,Leukofix tape 2.5cm,20100000530,,Blue Dot Silk tape 2.5cm,,Y
20100000526,Leukofix tape 2.5cm,20100000532,,Micropore tape 2.5cm,,Y
20100000526,Leukofix tape 2.5cm,20100000537,,Clinipore tape 2.5cm,,Y
20100000526,Leukofix tape 2.5cm,20100000542,,Scanpor tape 2.5cm,,Y
20100000526,Leukofix tape 2.5cm,20100000547,,Mediplast tape 2.5cm,,Y
20100000526,Leukofix tape 2.5cm,20100000562,,Leukopor tape 2.5cm,,Y
20100000526,Leukofix tape 2.5cm,20100000751,,A+E Medical Securing tape 2.5cm,,Y
20100000526,Leukofix tape 2.5cm,20100000753,,A+E Microporous tape 2.5cm,,Y
20100000526,Leukofix tape 2.5cm,20100000761,,Empore tape 2.5cm,,Y
20100000527,Leukofix tape 5cm,20100000553,,Permeable non-woven synthetic adhesive tape 5cm,,Y
20100000527,Leukofix tape 5cm,20100000533,,Micropore tape 5cm,,Y
20100000527,Leukofix tape 5cm,20100000538,,Clinipore tape 5cm,,Y
20100000527,Leukofix tape 5cm,20100000543,,Scanpor tape 5cm,,Y
20100000527,Leukofix tape 5cm,20100000563,,Leukopor tape 5cm,,Y
20100000527,Leukofix tape 5cm,20100000732,,Transpore tape 5cm,,Y
20100000527,Leukofix tape 5cm,20100000754,,A+E Microporous tape 5cm,,Y
20100000527,Leukofix tape 5cm,20100000762,,Empore tape 5cm,,Y
20100000528,Blue Dot Microporous tape 2.5cm,20100000552,,Permeable non-woven synthetic adhesive tape 2.5cm,,Y
20100000528,Blue Dot Microporous tape 2.5cm,20100000526,,Leukofix tape 2.5cm,,Y
20100000528,Blue Dot Microporous tape 2.5cm,20100000530,,Blue Dot Silk tape 2.5cm,,Y
20100000528,Blue Dot Microporous tape 2.5cm,20100000532,,Micropore tape 2.5cm,,Y
20100000528,Blue Dot Microporous tape 2.5cm,20100000537,,Clinipore tape 2.5cm,,Y
20100000528,Blue Dot Microporous tape 2.5cm,20100000542,,Scanpor tape 2.5cm,,Y
20100000528,Blue Dot Microporous tape 2.5cm,20100000547,,Mediplast tape 2.5cm,,Y
20100000528,Blue Dot Microporous tape 2.5cm,20100000562,,Leukopor tape 2.5cm,,Y
20100000528,Blue Dot Microporous tape 2.5cm,20100000751,,A+E Medical Securing tape 2.5cm,,Y
20100000528,Blue Dot Microporous tape 2.5cm,20100000753,,A+E Microporous tape 2.5cm,,Y
20100000528,Blue Dot Microporous tape 2.5cm,20100000761,,Empore tape 2.5cm,,Y
20100000529,Blue Dot Silk tape 1.25cm,20100000551,,Permeable non-woven synthetic adhesive tape 1.25cm,,Y
20100000529,Blue Dot Silk tape 1.25cm,20100000525,,Leukofix tape 1.25cm,,Y
20100000529,Blue Dot Silk tape 1.25cm,20100000531,,Micropore tape 1.25cm,,Y
20100000529,Blue Dot Silk tape 1.25cm,20100000536,,Clinipore tape 1.25cm,,Y
20100000529,Blue Dot Silk tape 1.25cm,20100000541,,Scanpor tape 1.25cm,,Y
20100000529,Blue Dot Silk tape 1.25cm,20100000546,,Mediplast tape 1.25cm,,Y
20100000529,Blue Dot Silk tape 1.25cm,20100000561,,Leukopor tape 1.25cm,,Y
20100000529,Blue Dot Silk tape 1.25cm,20100000752,,A+E Microporous tape 1.25cm,,Y
20100000529,Blue Dot Silk tape 1.25cm,20100000760,,Empore tape 1.25cm,,Y
20100000530,Blue Dot Silk tape 2.5cm,20100000552,,Permeable non-woven synthetic adhesive tape 2.5cm,,Y
20100000530,Blue Dot Silk tape 2.5cm,20100000526,,Leukofix tape 2.5cm,,Y
20100000530,Blue Dot Silk tape 2.5cm,20100000528,,Blue Dot Microporous tape 2.5cm,,Y
20100000530,Blue Dot Silk tape 2.5cm,20100000532,,Micropore tape 2.5cm,,Y
20100000530,Blue Dot Silk tape 2.5cm,20100000537,,Clinipore tape 2.5cm,,Y
20100000530,Blue Dot Silk tape 2.5cm,20100000542,,Scanpor tape 2.5cm,,Y
20100000530,Blue Dot Silk tape 2.5cm,20100000547,,Mediplast tape 2.5cm,,Y
20100000530,Blue Dot Silk tape 2.5cm,20100000562,,Leukopor tape 2.5cm,,Y
20100000530,Blue Dot Silk tape 2.5cm,20100000751,,A+E Medical Securing tape 2.5cm,,Y
20100000530,Blue Dot Silk tape 2.5cm,20100000753,,A+E Microporous tape 2.5cm,,Y
20100000530,Blue Dot Silk tape 2.5cm,20100000761,,Empore tape 2.5cm,,Y
20100000531,Micropore tape 1.25cm,20100000551,,Permeable non-woven synthetic adhesive tape 1.25cm,,Y
20100000531,Micropore tape 1.25cm,20100000525,,Leukofix tape 1.25cm,,Y
20100000531,Micropore tape 1.25cm,20100000529,,Blue Dot Silk tape 1.25cm,,Y
20100000531,Micropore tape 1.25cm,20100000536,,Clinipore tape 1.25cm,,Y
20100000531,Micropore tape 1.25cm,20100000541,,Scanpor tape 1.25cm,,Y
20100000531,Micropore tape 1.25cm,20100000546,,Mediplast tape 1.25cm,,Y
20100000531,Micropore tape 1.25cm,20100000561,,Leukopor tape 1.25cm,,Y
20100000531,Micropore tape 1.25cm,20100000752,,A+E Microporous tape 1.25cm,,Y
20100000531,Micropore tape 1.25cm,20100000760,,Empore tape 1.25cm,,Y
20100000532,Micropore tape 2.5cm,20100000552,,Permeable non-woven synthetic adhesive tape 2.5cm,,Y
20100000532,Micropore tape 2.5cm,20100000526,,Leukofix tape 2.5cm,,Y
20100000532,Micropore tape 2.5cm,20100000528,,Blue Dot Microporous tape 2.5cm,,Y
20100000532,Micropore tape 2.5cm,20100000530,,Blue Dot Silk tape 2.5cm,,Y
20100000532,Micropore tape 2.5cm,20100000537,,Clinipore tape 2.5cm,,Y
20100000532,Micropore tape 2.5cm,20100000542,,Scanpor tape 2.5cm,,Y
20100000532,Micropore tape 2.5cm,20100000547,,Mediplast tape 2.5cm,,Y
20100000532,Micropore tape 2.5cm,20100000562,,Leukopor tape 2.5cm,,Y
20100000532,Micropore tape 2.5cm,20100000751,,A+E Medical Securing tape 2.5cm,,Y
20100000532,Micropore tape 2.5cm,20100000753,,A+E Microporous tape 2.5cm,,Y
20100000532,Micropore tape 2.5cm,20100000761,,Empore tape 2.5cm,,Y
20100000533,Micropore tape 5cm,20100000553,,Permeable non-woven synthetic adhesive tape 5cm,,Y
20100000533,Micropore tape 5cm,20100000527,,Leukofix tape 5cm,,Y
20100000533,Micropore tape 5cm,20100000538,,Clinipore tape 5cm,,Y
20100000533,Micropore tape 5cm,20100000543,,Scanpor tape 5cm,,Y
20100000533,Micropore tape 5cm,20100000563,,Leukopor tape 5cm,,Y
20100000533,Micropore tape 5cm,20100000732,,Transpore tape 5cm,,Y
20100000533,Micropore tape 5cm,20100000754,,A+E Microporous tape 5cm,,Y
20100000533,Micropore tape 5cm,20100000762,,Empore tape 5cm,,Y
20100000536,Clinipore tape 1.25cm,20100000551,,Permeable non-woven synthetic adhesive tape 1.25cm,,Y
20100000536,Clinipore tape 1.25cm,20100000525,,Leukofix tape 1.25cm,,Y
20100000536,Clinipore tape 1.25cm,20100000529,,Blue Dot Silk tape 1.25cm,,Y
20100000536,Clinipore tape 1.25cm,20100000531,,Micropore tape 1.25cm,,Y
20100000536,Clinipore tape 1.25cm,20100000541,,Scanpor tape 1.25cm,,Y
20100000536,Clinipore tape 1.25cm,20100000546,,Mediplast tape 1.25cm,,Y
20100000536,Clinipore tape 1.25cm,20100000561,,Leukopor tape 1.25cm,,Y
20100000536,Clinipore tape 1.25cm,20100000752,,A+E Microporous tape 1.25cm,,Y
20100000536,Clinipore tape 1.25cm,20100000760,,Empore tape 1.25cm,,Y
20100000537,Clinipore tape 2.5cm,20100000552,,Permeable non-woven synthetic adhesive tape 2.5cm,,Y
20100000537,Clinipore tape 2.5cm,20100000526,,Leukofix tape 2.5cm,,Y
20100000537,Clinipore tape 2.5cm,20100000528,,Blue Dot Microporous tape 2.5cm,,Y
20100000537,Clinipore tape 2.5cm,20100000530,,Blue Dot Silk tape 2.5cm,,Y
20100000537,Clinipore tape 2.5cm,20100000532,,Micropore tape 2.5cm,,Y
20100000537,Clinipore tape 2.5cm,20100000542,,Scanpor tape 2.5cm,,Y
20100000537,Clinipore tape 2.5cm,20100000547,,Mediplast tape 2.5cm,,Y
20100000537,Clinipore tape 2.5cm,20100000562,,Leukopor tape 2.5cm,,Y
20100000537,Clinipore tape 2.5cm,20100000751,,A+E Medical Securing tape 2.5cm,,Y
20100000537,Clinipore tape 2.5cm,20100000753,,A+E Microporous tape 2.5cm,,Y
20100000537,Clinipore tape 2.5cm,20100000761,,Empore tape 2.5cm,,Y
20100000538,Clinipore tape 5cm,20100000553,,Permeable non-woven synthetic adhesive tape 5cm,,Y
20100000538,Clinipore tape 5cm,20100000527,,Leukofix tape 5cm,,Y
20100000538,Clinipore tape 5cm,20100000533,,Micropore tape 5cm,,Y
20100000538,Clinipore tape 5cm,20100000543,,Scanpor tape 5cm,,Y
20100000538,Clinipore tape 5cm,20100000563,,Leukopor tape 5cm,,Y
20100000538,Clinipore tape 5cm,20100000732,,Transpore tape 5cm,,Y
20100000538,Clinipore tape 5cm,20100000754,,A+E Microporous tape 5cm,,Y
20100000538,Clinipore tape 5cm,20100000762,,Empore tape 5cm,,Y
20100000541,Scanpor tape 1.25cm,20100000551,,Permeable non-woven synthetic adhesive tape 1.25cm,,Y
20100000541,Scanpor tape 1.25cm,20100000525,,Leukofix tape 1.25cm,,Y
20100000541,Scanpor tape 1.25cm,20100000529,,Blue Dot Silk tape 1.25cm,,Y
20100000541,Scanpor tape 1.25cm,20100000531,,Micropore tape 1.25cm,,Y
20100000541,Scanpor tape 1.25cm,20100000536,,Clinipore tape 1.25cm,,Y
20100000541,Scanpor tape 1.25cm,20100000546,,Mediplast tape 1.25cm,,Y
20100000541,Scanpor tape 1.25cm,20100000561,,Leukopor tape 1.25cm,,Y
20100000541,Scanpor tape 1.25cm,20100000752,,A+E Microporous tape 1.25cm,,Y
20100000541,Scanpor tape 1.25cm,20100000760,,Empore tape 1.25cm,,Y
20100000542,Scanpor tape 2.5cm,20100000552,,Permeable non-woven synthetic adhesive tape 2.5cm,,Y
20100000542,Scanpor tape 2.5cm,20100000526,,Leukofix tape 2.5cm,,Y
20100000542,Scanpor tape 2.5cm,20100000528,,Blue Dot Microporous tape 2.5cm,,Y
20100000542,Scanpor tape 2.5cm,20100000530,,Blue Dot Silk tape 2.5cm,,Y
20100000542,Scanpor tape 2.5cm,20100000532,,Micropore tape 2.5cm,,Y
20100000542,Scanpor tape 2.5cm,20100000537,,Clinipore tape 2.5cm,,Y
20100000542,Scanpor tape 2.5cm,20100000547,,Mediplast tape 2.5cm,,Y
20100000542,Scanpor tape 2.5cm,20100000562,,Leukopor tape 2.5cm,,Y
20100000542,Scanpor tape 2.5cm,20100000751,,A+E Medical Securing tape 2.5cm,,Y
20100000542,Scanpor tape 2.5cm,20100000753,,A+E Microporous tape 2.5cm,,Y
20100000542,Scanpor tape 2.5cm,20100000761,,Empore tape 2.5cm,,Y
20100000543,Scanpor tape 5cm,20100000553,,Permeable non-woven synthetic adhesive tape 5cm,,Y
20100000543,Scanpor tape 5cm,20100000527,,Leukofix tape 5cm,,Y
20100000543,Scanpor tape 5cm,20100000533,,Micropore tape 5cm,,Y
20100000543,Scanpor tape 5cm,20100000538,,Clinipore tape 5cm,,Y
20100000543,Scanpor tape 5cm,20100000563,,Leukopor tape 5cm,,Y
20100000543,Scanpor tape 5cm,20100000732,,Transpore tape 5cm,,Y
20100000543,Scanpor tape 5cm,20100000754,,A+E Microporous tape 5cm,,Y
20100000543,Scanpor tape 5cm,20100000762,,Empore tape 5cm,,Y
20100000546,Mediplast tape 1.25cm,20100000551,,Permeable non-woven synthetic adhesive tape 1.25cm,,Y
20100000546,Mediplast tape 1.25cm,20100000525,,Leukofix tape 1.25cm,,Y
20100000546,Mediplast tape 1.25cm,20100000529,,Blue Dot Silk tape 1.25cm,,Y
20100000546,Mediplast tape 1.25cm,20100000531,,Micropore tape 1.25cm,,Y
20100000546,Mediplast tape 1.25cm,20100000536,,Clinipore tape 1.25cm,,Y
20100000546,Mediplast tape 1.25cm,20100000541,,Scanpor tape 1.25cm,,Y
20100000546,Mediplast tape 1.25cm,20100000561,,Leukopor tape 1.25cm,,Y
20100000546,Mediplast tape 1.25cm,20100000752,,A+E Microporous tape 1.25cm,,Y
20100000546,Mediplast tape 1.25cm,20100000760,,Empore tape 1.25cm,,Y
20100000547,Mediplast tape 2.5cm,20100000552,,Permeable non-woven synthetic adhesive tape 2.5cm,,Y
20100000547,Mediplast tape 2.5cm,20100000526,,Leukofix tape 2.5cm,,Y
20100000547,Mediplast tape 2.5cm,20100000528,,Blue Dot Microporous tape 2.5cm,,Y
20100000547,Mediplast tape 2.5cm,20100000530,,Blue Dot Silk tape 2.5cm,,Y
20100000547,Mediplast tape 2.5cm,20100000532,,Micropore tape 2.5cm,,Y
20100000547,Mediplast tape 2.5cm,20100000537,,Clinipore tape 2.5cm,,Y
20100000547,Mediplast tape 2.5cm,20100000542,,Scanpor tape 2.5cm,,Y
20100000547,Mediplast tape 2.5cm,20100000562,,Leukopor tape 2.5cm,,Y
20100000547,Mediplast tape 2.5cm,20100000751,,A+E Medical Securing tape 2.5cm,,Y
20100000547,Mediplast tape 2.5cm,20100000753,,A+E Microporous tape 2.5cm,,Y
20100000547,Mediplast tape 2.5cm,20100000761,,Empore tape 2.5cm,,Y
20100000551,Permeable non-woven synthetic adhesive tape 1.25cm,20100000525,,Leukofix tape 1.25cm,,Y
20100000551,Permeable non-woven synthetic adhesive tape 1.25cm,20100000529,,Blue Dot Silk tape 1.25cm,,Y
20100000551,Permeable non-woven synthetic adhesive tape 1.25cm,20100000531,,Micropore tape 1.25cm,,Y
20100000551,Permeable non-woven synthetic adhesive tape 1.25cm,20100000536,,Clinipore tape 1.25cm,,Y
20100000551,Permeable non-woven synthetic adhesive tape 1.25cm,20100000541,,Scanpor tape 1.25cm,,Y
20100000551,Permeable non-woven synthetic adhesive tape 1.25cm,20100000546,,Mediplast tape 1.25cm,,Y
20100000551,Permeable non-woven synthetic adhesive tape 1.25cm,20100000561,,Leukopor tape 1.25cm,,Y
20100000551,Permeable non-woven synthetic adhesive tape 1.25cm,20100000752,,A+E Microporous tape 1.25cm,,Y
20100000551,Permeable non-woven synthetic adhesive tape 1.25cm,20100000760,,Empore tape 1.25cm,,Y
20100000552,Permeable non-woven synthetic adhesive tape 2.5cm,20100000526,,Leukofix tape 2.5cm,,Y
20100000552,Permeable non-woven synthetic adhesive tape 2.5cm,20100000528,,Blue Dot Microporous tape 2.5cm,,Y
20100000552,Permeable non-woven synthetic adhesive tape 2.5cm,20100000530,,Blue Dot Silk tape 2.5cm,,Y
20100000552,Permeable non-woven synthetic adhesive tape 2.5cm,20100000532,,Micropore tape 2.5cm,,Y
20100000552,Permeable non-woven synthetic adhesive tape 2.5cm,20100000537,,Clinipore tape 2.5cm,,Y
20100000552,Permeable non-woven synthetic adhesive tape 2.5cm,20100000542,,Scanpor tape 2.5cm,,Y
20100000552,Permeable non-woven synthetic adhesive tape 2.5cm,20100000547,,Mediplast tape 2.5cm,,Y
20100000552,Permeable non-woven synthetic adhesive tape 2.5cm,20100000562,,Leukopor tape 2.5cm,,Y
20100000552,Permeable non-woven synthetic adhesive tape 2.5cm,20100000751,,A+E Medical Securing tape 2.5cm,,Y
20100000552,Permeable non-woven synthetic adhesive tape 2.5cm,20100000753,,A+E Microporous tape 2.5cm,,Y
20100000552,Permeable non-woven synthetic adhesive tape 2.5cm,20100000761,,Empore tape 2.5cm,,Y
20100000553,Permeable non-woven synthetic adhesive tape 5cm,20100000527,,Leukofix tape 5cm,,Y
20100000553,Permeable non-woven synthetic adhesive tape 5cm,20100000533,,Micropore tape 5cm,,Y
20100000553,Permeable non-woven synthetic adhesive tape 5cm,20100000538,,Clinipore tape 5cm,,Y
20100000553,Permeable non-woven synthetic adhesive tape 5cm,20100000543,,Scanpor tape 5cm,,Y
20100000553,Permeable non-woven synthetic adhesive tape 5cm,20100000563,,Leukopor tape 5cm,,Y
20100000553,Permeable non-woven synthetic adhesive tape 5cm,20100000732,,Transpore tape 5cm,,Y
20100000553,Permeable non-woven synthetic adhesive tape 5cm,20100000754,,A+E Microporous tape 5cm,,Y
20100000553,Permeable non-woven synthetic adhesive tape 5cm,20100000762,,Empore tape 5cm,,Y
20100000561,Leukopor tape 1.25cm,20100000551,,Permeable non-woven synthetic adhesive tape 1.25cm,,Y
20100000561,Leukopor tape 1.25cm,20100000525,,Leukofix tape 1.25cm,,Y
20100000561,Leukopor tape 1.25cm,20100000529,,Blue Dot Silk tape 1.25cm,,Y
20100000561,Leukopor tape 1.25cm,20100000531,,Micropore tape 1.25cm,,Y
20100000561,Leukopor tape 1.25cm,20100000536,,Clinipore tape 1.25cm,,Y
20100000561,Leukopor tape 1.25cm,20100000541,,Scanpor tape 1.25cm,,Y
20100000561,Leukopor tape 1.25cm,20100000546,,Mediplast tape 1.25cm,,Y
20100000561,Leukopor tape 1.25cm,20100000752,,A+E Microporous tape 1.25cm,,Y
20100000561,Leukopor tape 1.25cm,20100000760,,Empore tape 1.25cm,,Y
20100000562,Leukopor tape 2.5cm,20100000552,,Permeable non-woven synthetic adhesive tape 2.5cm,,Y
20100000562,Leukopor tape 2.5cm,20100000526,,Leukofix tape 2.5cm,,Y
20100000562,Leukopor tape 2.5cm,20100000528,,Blue Dot Microporous tape 2.5cm,,Y
20100000562,Leukopor tape 2.5cm,20100000530,,Blue Dot Silk tape 2.5cm,,Y
20100000562,Leukopor tape 2.5cm,20100000532,,Micropore tape 2.5cm,,Y
20100000562,Leukopor tape 2.5cm,20100000537,,Clinipore tape 2.5cm,,Y
20100000562,Leukopor tape 2.5cm,20100000542,,Scanpor tape 2.5cm,,Y
20100000562,Leukopor tape 2.5cm,20100000547,,Mediplast tape 2.5cm,,Y
20100000562,Leukopor tape 2.5cm,20100000751,,A+E Medical Securing tape 2.5cm,,Y
20100000562,Leukopor tape 2.5cm,20100000753,,A+E Microporous tape 2.5cm,,Y
20100000562,Leukopor tape 2.5cm,20100000761,,Empore tape 2.5cm,,Y
20100000563,Leukopor tape 5cm,20100000553,,Permeable non-woven synthetic adhesive tape 5cm,,Y
20100000563,Leukopor tape 5cm,20100000527,,Leukofix tape 5cm,,Y
20100000563,Leukopor tape 5cm,20100000533,,Micropore tape 5cm,,Y
20100000563,Leukopor tape 5cm,20100000538,,Clinipore tape 5cm,,Y
20100000563,Leukopor tape 5cm,20100000543,,Scanpor tape 5cm,,Y
20100000563,Leukopor tape 5cm,20100000732,,Transpore tape 5cm,,Y
20100000563,Leukopor tape 5cm,20100000754,,A+E Microporous tape 5cm,,Y
20100000563,Leukopor tape 5cm,20100000762,,Empore tape 5cm,,Y
20100000732,Transpore tape 5cm,20100000553,,Permeable non-woven synthetic adhesive tape 5cm,,Y
20100000732,Transpore tape 5cm,20100000527,,Leukofix tape 5cm,,Y
20100000732,Transpore tape 5cm,20100000533,,Micropore tape 5cm,,Y
20100000732,Transpore tape 5cm,20100000538,,Clinipore tape 5cm,,Y
20100000732,Transpore tape 5cm,20100000543,,Scanpor tape 5cm,,Y
20100000732,Transpore tape 5cm,20100000563,,Leukopor tape 5cm,,Y
20100000732,Transpore tape 5cm,20100000754,,A+E Microporous tape 5cm,,Y
20100000732,Transpore tape 5cm,20100000762,,Empore tape 5cm,,Y
20100000751,A+E Medical Securing tape 2.5cm,20100000552,,Permeable non-woven synthetic adhesive tape 2.5cm,,Y
20100000751,A+E Medical Securing tape 2.5cm,20100000526,,Leukofix tape 2.5cm,,Y
20100000751,A+E Medical Securing tape 2.5cm,20100000528,,Blue Dot Microporous tape 2.5cm,,Y
20100000751,A+E Medical Securing tape 2.5cm,20100000530,,Blue Dot Silk tape 2.5cm,,Y
20100000751,A+E Medical Securing tape 2.5cm,20100000532,,Micropore tape 2.5cm,,Y
20100000751,A+E Medical Securing tape 2.5cm,20100000537,,Clinipore tape 2.5cm,,Y
20100000751,A+E Medical Securing tape 2.5cm,20100000542,,Scanpor tape 2.5cm,,Y
20100000751,A+E Medical Securing tape 2.5cm,20100000547,,Mediplast tape 2.5cm,,Y
20100000751,A+E Medical Securing tape 2.5cm,20100000562,,Leukopor tape 2.5cm,,Y
20100000751,A+E Medical Securing tape 2.5cm,20100000753,,A+E Microporous tape 2.5cm,,Y
20100000751,A+E Medical Securing tape 2.5cm,20100000761,,Empore tape 2.5cm,,Y
20100000752,A+E Microporous tape 1.25cm,20100000551,,Permeable non-woven synthetic adhesive tape 1.25cm,,Y
20100000752,A+E Microporous tape 1.25cm,20100000525,,Leukofix tape 1.25cm,,Y
20100000752,A+E Microporous tape 1.25cm,20100000529,,Blue Dot Silk tape 1.25cm,,Y
20100000752,A+E Microporous tape 1.25cm,20100000531,,Micropore tape 1.25cm,,Y
20100000752,A+E Microporous tape 1.25cm,20100000536,,Clinipore tape 1.25cm,,Y
20100000752,A+E Microporous tape 1.25cm,20100000541,,Scanpor tape 1.25cm,,Y
20100000752,A+E Microporous tape 1.25cm,20100000546,,Mediplast tape 1.25cm,,Y
20100000752,A+E Microporous tape 1.25cm,20100000561,,Leukopor tape 1.25cm,,Y
20100000752,A+E Microporous tape 1.25cm,20100000760,,Empore tape 1.25cm,,Y
20100000753,A+E Microporous tape 2.5cm,20100000552,,Permeable non-woven synthetic adhesive tape 2.5cm,,Y
20100000753,A+E Microporous tape 2.5cm,20100000526,,Leukofix tape 2.5cm,,Y
20100000753,A+E Microporous tape 2.5cm,20100000528,,Blue Dot Microporous tape 2.5cm,,Y
20100000753,A+E Microporous tape 2.5cm,20100000530,,Blue Dot Silk tape 2.5cm,,Y
20100000753,A+E Microporous tape 2.5cm,20100000532,,Micropore tape 2.5cm,,Y
20100000753,A+E Microporous tape 2.5cm,20100000537,,Clinipore tape 2.5cm,,Y
20100000753,A+E Microporous tape 2.5cm,20100000542,,Scanpor tape 2.5cm,,Y
20100000753,A+E Microporous tape 2.5cm,20100000547,,Mediplast tape 2.5cm,,Y
20100000753,A+E Microporous tape 2.5cm,20100000562,,Leukopor tape 2.5cm,,Y
20100000753,A+E Microporous tape 2.5cm,20100000751,,A+E Medical Securing tape 2.5cm,,Y
20100000753,A+E Microporous tape 2.5cm,20100000761,,Empore tape 2.5cm,,Y
20100000754,A+E Microporous tape 5cm,20100000553,,Permeable non-woven synthetic adhesive tape 5cm,,Y
20100000754,A+E Microporous tape 5cm,20100000527,,Leukofix tape 5cm,,Y
